time,current_word,key_type,key_str,curr_key_list,curr_input
2020-06-03 13:54:28.143090,east,down,e,[' '],e
2020-06-03 13:54:28.203145,east,up,e,[' '],e
2020-06-03 13:54:28.323255,east,down,a,[' '],ea
2020-06-03 13:54:28.353282,east,down,s,[' '],eas
2020-06-03 13:54:28.413336,east,up,a,[' '],eas
2020-06-03 13:54:28.463391,east,up,s,[' '],eas
2020-06-03 13:54:28.573640,east,down,t,[' '],east
2020-06-03 13:54:28.642703,east,up,t,[' '],east
2020-06-03 13:54:28.793840,east,down, ,[' '],east
2020-06-03 13:54:29.513495,meter,down,m,[' '],m
2020-06-03 13:54:29.582557,meter,down,e,[' '],me
2020-06-03 13:54:29.603577,meter,up,m,[' '],me
2020-06-03 13:54:29.633604,meter,up,e,[' '],me
2020-06-03 13:54:29.733695,meter,down,t,[' '],met
2020-06-03 13:54:29.782740,meter,up,t,[' '],met
2020-06-03 13:54:29.913859,meter,down,e,[' '],mete
2020-06-03 13:54:29.952894,meter,down,r,[' '],meter
2020-06-03 13:54:29.983923,meter,up,e,[' '],meter
2020-06-03 13:54:30.022958,meter,up,r,[' '],meter
2020-06-03 13:54:30.104032,meter,down, ,[' '],meter
