2020-05-22 18:29:55.841884,fee,f,True
2020-05-22 18:29:55.992021,fee,e,True
2020-05-22 18:29:56.130667,fee,e,True
2020-05-22 18:29:56.273796,wear,space,incorrect
2020-05-22 18:29:56.533115,wear,w,True
2020-05-22 18:29:56.800380,wear,e,True
2020-05-22 18:29:56.852428,wear,a,True
2020-05-22 18:29:57.009570,wear,r,True
2020-05-22 18:29:57.159213,reader,space,incorrect
2020-05-22 18:29:57.521543,reader,r,True
2020-05-22 18:29:57.571588,reader,e,True
2020-05-22 18:29:57.688199,reader,a,True
2020-05-22 18:29:57.842340,reader,d,True
2020-05-22 18:29:57.992476,reader,e,True
2020-05-22 18:29:58.044524,reader,r,True
2020-05-22 18:29:58.251712,actress,space,incorrect
2020-05-22 18:29:58.563048,actress,a,True
2020-05-22 18:29:58.828794,actress,c,True
2020-05-22 18:29:58.986545,actress,t,True
2020-05-22 18:29:59.041595,actress,r,True
2020-05-22 18:29:59.205745,actress,e,True
2020-05-22 18:29:59.373917,actress,s,True
2020-05-22 18:29:59.523558,actress,s,True
2020-05-22 18:29:59.674245,era,space,incorrect
2020-05-22 18:29:59.874549,era,a,False
2020-05-22 18:30:00.239399,era,backspace,True
2020-05-22 18:30:00.815947,era,e,True
2020-05-22 18:30:01.242441,era,r,True
2020-05-22 18:30:01.292487,era,a,True
2020-05-22 18:30:01.758934,career,space,incorrect
2020-05-22 18:30:02.242898,career,c,True
2020-05-22 18:30:02.347994,career,a,True
2020-05-22 18:30:02.517148,career,r,True
2020-05-22 18:30:02.721348,career,e,True
2020-05-22 18:30:02.824441,career,e,True
2020-05-22 18:30:02.877001,career,r,True
2020-05-22 18:30:03.035138,great,space,incorrect
2020-05-22 18:30:03.411529,great,g,True
2020-05-22 18:30:03.411529,great,r,True
2020-05-22 18:30:03.629728,great,e,True
2020-05-22 18:30:03.731323,great,a,True
2020-05-22 18:30:03.845427,great,t,True
2020-05-22 18:30:03.957529,great,e,False
2020-05-22 18:30:04.191743,seat,space,incorrect
2020-05-22 18:30:05.120694,seat,s,True
2020-05-22 18:30:05.227793,seat,e,True
2020-05-22 18:30:05.286350,seat,a,True
2020-05-22 18:30:05.446145,seat,t,True
2020-05-22 18:30:05.872455,trace,space,incorrect
2020-05-22 18:30:06.573134,trace,t,True
2020-05-22 18:30:06.627184,trace,r,True
2020-05-22 18:30:06.790361,trace,a,True
2020-05-22 18:30:06.900461,trace,c,True
2020-05-22 18:30:07.006558,trace,e,True
2020-05-22 18:30:07.167705,staff,space,incorrect
2020-05-22 18:30:07.822804,staff,s,True
2020-05-22 18:30:07.981950,staff,t,True
2020-05-22 18:30:08.089063,staff,a,True
2020-05-22 18:30:08.249714,staff,f,True
2020-05-22 18:30:08.350911,staff,f,True
2020-05-22 18:30:08.506545,feed,space,incorrect
2020-05-22 18:30:08.954953,feed,f,True
2020-05-22 18:30:09.055044,feed,e,True
2020-05-22 18:30:09.219699,feed,e,True
2020-05-22 18:30:09.369836,feed,d,True
2020-05-22 18:30:09.471929,water,space,incorrect
2020-05-22 18:30:09.677621,water,w,True
2020-05-22 18:30:09.779714,water,a,True
2020-05-22 18:30:09.934528,water,t,True
2020-05-22 18:30:10.091689,water,e,True
2020-05-22 18:30:10.143736,water,r,True
2020-05-22 18:30:10.246830,attract,space,incorrect
2020-05-22 18:30:11.893069,attract,a,True
2020-05-22 18:30:12.104261,attract,t,True
2020-05-22 18:30:12.275417,attract,t,True
2020-05-22 18:30:12.357491,attract,r,True
2020-05-22 18:30:12.520641,attract,a,True
2020-05-22 18:30:12.626250,attract,c,True
2020-05-22 18:30:12.832439,attract,t,True
2020-05-22 18:30:13.042135,ever,space,incorrect
2020-05-22 18:30:13.355455,ever,e,True
2020-05-22 18:30:13.519578,ever,v,True
2020-05-22 18:30:13.622673,ever,e,True
2020-05-22 18:30:13.675225,ever,r,True
2020-05-22 18:30:13.828460,eat,space,incorrect
2020-05-22 18:30:14.213839,eat,e,True
2020-05-22 18:30:14.371983,eat,a,True
2020-05-22 18:30:14.579677,eat,t,True
2020-05-22 18:30:14.681769,state,space,incorrect
2020-05-22 18:30:15.241318,state,s,True
2020-05-22 18:30:15.617670,state,t,True
2020-05-22 18:30:15.772812,state,a,True
2020-05-22 18:30:15.825860,state,t,True
2020-05-22 18:30:15.934959,state,e,True
2020-05-22 18:30:16.091606,ear,space,incorrect
2020-05-22 18:30:16.627600,ear,s,False
2020-05-22 18:30:17.049490,ear,backspace,True
2020-05-22 18:30:17.275696,ear,e,True
2020-05-22 18:30:17.705086,ear,a,True
2020-05-22 18:30:17.978344,ear,r,True
2020-05-22 18:30:18.198544,wet,space,incorrect
2020-05-22 18:30:18.459846,wet,w,True
2020-05-22 18:30:18.663048,wet,e,True
2020-05-22 18:30:18.765141,wet,r,False
2020-05-22 18:30:19.132538,wet,backspace,True
2020-05-22 18:30:19.234631,wet,t,True
