time,delta,target,curr_key,curr_input,status
2020-05-24 00:47:42.335038,0,stage,s,True
2020-05-24 00:47:42.539224,204186,stage,t,True
2020-05-24 00:47:42.602281,63057,stage,a,True
2020-05-24 00:47:42.881534,279253,stage,e,False
2020-05-24 00:47:42.932580,51046,stage,g,False
2020-05-24 00:47:43.493088,560508,stage,backspace,False
2020-05-24 00:47:43.641223,148135,stage,backspace,True
2020-05-24 00:47:43.740313,99090,stage,g,True
2020-05-24 00:47:43.740313,0,stage,e,True
2020-05-24 00:47:43.892451,152138,stage,space,stage,correct
2020-05-24 00:47:44.042587,150136,war,w,True
2020-05-24 00:47:44.137674,95087,war,a,True
2020-05-24 00:47:44.232760,95086,war,r,True
2020-05-24 00:47:44.325844,93084,war,e,False
2020-05-24 00:47:44.511012,185168,war,space,ware,incorrect
2020-05-24 00:47:45.971337,460325,sacred,s,True
2020-05-24 00:47:46.256596,285259,sacred,a,True
2020-05-24 00:47:46.443765,187169,sacred,c,True
2020-05-24 00:47:46.631936,188171,sacred,r,True
2020-05-24 00:47:46.680981,49045,sacred,e,True
2020-05-24 00:47:46.869151,188170,sacred,d,True
2020-05-24 00:47:47.072336,203185,sacred,space,sacred,correct
2020-05-24 00:47:47.558317,485981,aware,a,True
2020-05-24 00:47:47.703449,145132,aware,w,True
2020-05-24 00:47:47.751492,48043,aware,e,False
2020-05-24 00:47:47.800537,49045,aware,a,False
2020-05-24 00:47:47.997824,197287,aware,r,False
2020-05-24 00:47:48.047826,50002,aware,e,False
2020-05-24 00:47:48.549216,501390,aware,space,aweare,incorrect
2020-05-24 00:47:49.002627,453411,decade,s,False
2020-05-24 00:47:49.404496,401869,decade,backspace,True
2020-05-24 00:47:49.504587,100091,decade,d,True
2020-05-24 00:47:49.555633,51046,decade,e,True
2020-05-24 00:47:49.919963,364330,decade,c,True
2020-05-24 00:47:50.023057,103094,decade,a,True
2020-05-24 00:47:50.235249,212192,decade,d,True
2020-05-24 00:47:50.340344,105095,decade,e,True
2020-05-24 00:47:50.553537,213193,decade,space,decade,correct
2020-05-24 00:47:50.766731,213194,car,c,True
2020-05-24 00:47:50.820780,54049,car,a,True
2020-05-24 00:47:50.985930,165150,car,r,True
2020-05-24 00:47:51.147076,161146,car,space,car,correct
2020-05-24 00:47:51.797667,650591,draft,d,True
2020-05-24 00:47:51.956811,159144,draft,r,True
2020-05-24 00:47:52.114954,158143,draft,a,True
2020-05-24 00:47:52.170004,55050,draft,f,True
2020-05-24 00:47:52.383197,213193,draft,t,True
2020-05-24 00:47:52.542341,159144,draft,space,draft,correct
2020-05-24 00:47:52.958719,416378,trace,r,False
2020-05-24 00:47:53.559264,600545,trace,backspace,True
2020-05-24 00:47:53.721411,162147,trace,t,True
2020-05-24 00:47:53.776461,55050,trace,r,True
2020-05-24 00:47:53.989654,213193,trace,a,True
2020-05-24 00:47:54.104759,115105,trace,c,True
2020-05-24 00:47:54.212857,108098,trace,e,True
2020-05-24 00:47:54.371000,158143,trace,space,trace,correct
2020-05-24 00:47:54.630236,259236,raw,w,False
2020-05-24 00:47:54.734330,104094,raw,a,False
2020-05-24 00:47:54.943520,209190,raw,r,False
2020-05-24 00:47:55.156713,213193,raw,space,war,incorrect
2020-05-24 00:47:55.820315,663602,refer,r,True
2020-05-24 00:47:55.873363,53048,refer,e,True
2020-05-24 00:47:56.133599,260236,refer,f,True
2020-05-24 00:47:56.289740,156141,refer,e,True
2020-05-24 00:47:56.341788,52048,refer,r,True
2020-05-24 00:47:57.770620,428832,refer,space,refer,correct
