time,current_word,key_type,key_str,curr_key_list,curr_input
2020-06-03 14:31:43.856680,finish,down,l,[' '],l
2020-06-03 14:31:43.866689,finish,down,k,[' '],lk
2020-06-03 14:31:43.940261,finish,up,k,[' '],lk
2020-06-03 14:31:43.940261,finish,down, ,[' '],lk
2020-06-03 14:31:43.940261,finish,down,j,[' '],lkj
2020-06-03 14:31:43.945265,finish,up,l,[' '],lkj
2020-06-03 14:31:43.990309,finish,up,j,[' '],lkj
2020-06-03 14:31:44.046358,grain,down,l,[' '],l
2020-06-03 14:31:44.056367,grain,down,k,[' '],lk
2020-06-03 14:31:44.106412,grain,down,j,[' '],lkj
2020-06-03 14:31:44.116422,grain,up,k,[' '],lkj
2020-06-03 14:31:44.116422,grain,down, ,[' '],lkj
2020-06-03 14:31:44.127432,grain,up,l,[' '],lkj
2020-06-03 14:31:44.157706,grain,up,j,[' '],lkj
2020-06-03 14:31:44.196495,core,down,l,[' '],l
2020-06-03 14:31:44.196495,core,down,k,[' '],lk
2020-06-03 14:31:44.245539,core,down,j,[' '],lkj
2020-06-03 14:31:44.256549,core,up,k,[' '],lkj
2020-06-03 14:31:44.266558,core,up,l,[' '],lkj
2020-06-03 14:31:44.266558,core,down, ,[' '],lkj
2020-06-03 14:31:44.291086,core,up,j,[' '],lkj
2020-06-03 14:31:44.328133,growth,down,l,[' '],l
2020-06-03 14:31:44.340144,growth,down,k,[' '],lk
2020-06-03 14:31:44.390190,growth,down,j,[' '],lkj
2020-06-03 14:31:44.407205,growth,down, ,[' '],lkj
2020-06-03 14:31:44.426222,growth,up,k,[' '],lkj
2020-06-03 14:31:44.426222,growth,up,j,[' '],lkj
2020-06-03 14:31:44.446241,growth,up,l,[' '],lkj
2020-06-03 14:31:44.490281,drive,down,l,[' '],l
2020-06-03 14:31:44.490281,drive,down,k,[' '],lk
2020-06-03 14:31:44.540327,drive,up,l,[' '],lk
2020-06-03 14:31:44.556341,drive,down,j,[' '],lkj
2020-06-03 14:31:44.566350,drive,down, ,[' '],lkj
2020-06-03 14:31:44.587369,drive,up,k,[' '],lkj
2020-06-03 14:31:44.616395,drive,up,j,[' '],lkj
2020-06-03 14:31:44.647424,settle,down,k,"[' ', 'k', 'l']",k
2020-06-03 14:31:44.656432,settle,down,l,"[' ', 'k', 'l']",kl
2020-06-03 14:31:44.698470,settle,up,l,"[' ', 'k', 'l']",kl
2020-06-03 14:31:44.706477,settle,down,j,"[' ', 'k', 'l']",klj
2020-06-03 14:31:44.726495,settle,up,k,"[' ', 'k', 'l']",klj
2020-06-03 14:31:44.726495,settle,down, ,"[' ', 'k', 'l']",klj
2020-06-03 14:31:44.746514,settle,up,j,"[' ', 'k', 'l']",klj
2020-06-03 14:31:44.766532,settle,down,k,"[' ', 'k', 'l']",kljk
2020-06-03 14:31:44.778542,settle,down,l,"[' ', 'k', 'l']",kljkl
2020-06-03 14:31:44.816577,dominate,up,l,"['l', ' ']",
2020-06-03 14:31:44.840104,dominate,up,k,"['l', ' ']",
2020-06-03 14:31:44.840104,dominate,down,j,"['l', ' ']",j
2020-06-03 14:31:44.889149,dominate,up,j,"['l', ' ']",j
