2020-05-22 18:48:48.760485,0,read,r,True
2020-05-22 18:48:48.808529,48044,read,e,True
2020-05-22 18:48:48.944670,136141,read,a,True
2020-05-22 18:48:48.996221,51551,read,d,True
2020-05-22 18:48:49.769439,773218,read,space,correct
2020-05-22 18:48:50.356182,586743,gas,g,True
2020-05-22 18:48:50.516327,160145,gas,a,True
2020-05-22 18:48:50.567374,51047,gas,s,True
2020-05-22 18:48:50.821126,253752,gas,space,correct
2020-05-22 18:48:51.643408,822282,reader,r,True
2020-05-22 18:48:51.643408,0,reader,e,True
2020-05-22 18:48:51.741497,98089,reader,a,True
2020-05-22 18:48:51.838585,97088,reader,d,True
2020-05-22 18:48:52.047794,209209,reader,e,True
2020-05-22 18:48:52.096839,49045,reader,r,True
2020-05-22 18:48:52.242047,145208,reader,space,correct
2020-05-22 18:48:52.480815,238768,garage,g,True
2020-05-22 18:48:52.669080,188265,garage,a,True
2020-05-22 18:48:52.716138,47058,garage,r,True
2020-05-22 18:48:52.808810,92672,garage,a,True
2020-05-22 18:48:53.001368,192558,garage,g,True
2020-05-22 18:48:53.048915,47547,garage,e,True
2020-05-22 18:48:53.241595,192680,garage,space,correct
2020-05-22 18:48:53.481871,240276,stress,s,True
2020-05-22 18:48:53.687059,205188,stress,t,True
2020-05-22 18:48:53.735102,48043,stress,r,True
2020-05-22 18:48:54.066908,331806,stress,e,True
2020-05-22 18:48:54.260084,193176,stress,s,True
2020-05-22 18:48:54.407219,147135,stress,s,True
2020-05-22 18:48:54.508311,101092,stress,space,correct
2020-05-22 18:48:54.908709,400398,grass,g,True
2020-05-22 18:48:54.908709,0,grass,r,True
2020-05-22 18:48:55.129414,220705,grass,a,True
2020-05-22 18:48:55.328658,199244,grass,s,True
2020-05-22 18:48:55.478807,150149,grass,s,True
2020-05-22 18:48:55.634467,155660,grass,space,correct
2020-05-22 18:48:55.729059,94592,assert,a,True
2020-05-22 18:48:55.917230,188171,assert,s,True
2020-05-22 18:48:56.068368,151138,assert,s,True
2020-05-22 18:48:56.222523,154155,assert,e,True
2020-05-22 18:48:56.273570,51047,assert,r,True
2020-05-22 18:48:56.437734,164164,assert,t,True
2020-05-22 18:48:56.540827,103093,assert,space,correct
2020-05-22 18:48:56.764543,223716,swear,w,False
2020-05-22 18:48:57.032787,268244,swear,e,False
2020-05-22 18:48:57.453720,420933,swear,backspace,False
2020-05-22 18:48:57.599852,146132,swear,backspace,True
2020-05-22 18:48:57.744693,144841,swear,backspace,True
2020-05-22 18:48:57.942873,198180,swear,backspace,True
2020-05-22 18:48:58.138065,195192,swear,s,True
2020-05-22 18:48:58.351783,213718,swear,w,True
2020-05-22 18:48:58.557015,205232,swear,e,True
2020-05-22 18:48:58.709153,152138,swear,a,True
2020-05-22 18:48:58.806241,97088,swear,r,True
2020-05-22 18:48:59.057486,251245,swear,t,False
2020-05-22 18:48:59.509926,452440,swear,backspace,True
2020-05-22 18:48:59.881263,371337,swear,"",True
