time,current_word,key_type,key_str,curr_key_list,curr_input
2020-06-03 14:12:34.654968,watch,down,w,[' '],w
2020-06-03 14:12:34.694003,watch,down,a,[' '],wa
2020-06-03 14:12:34.779081,watch,up,w,[' '],wa
2020-06-03 14:12:34.828190,watch,up,a,[' '],wa
2020-06-03 14:12:34.935222,watch,down,t,[' '],wat
2020-06-03 14:12:35.006287,watch,up,t,[' '],wat
2020-06-03 14:12:35.205468,watch,down,c,[' '],watc
2020-06-03 14:12:35.277534,watch,up,c,[' '],watc
2020-06-03 14:12:35.535768,watch,down,g,[' '],watcg
2020-06-03 14:12:35.535768,watch,down,h,[' '],watcgh
2020-06-03 14:12:35.594822,watch,up,g,[' '],watcgh
2020-06-03 14:12:35.604831,watch,up,h,[' '],watcgh
2020-06-03 14:12:36.230400,watch,down,backspace,[' '],watcg
2020-06-03 14:12:36.306469,watch,up,backspace,[' '],watcg
2020-06-03 14:12:36.375533,watch,down,backspace,[' '],watc
2020-06-03 14:12:36.454604,watch,up,backspace,[' '],watc
2020-06-03 14:12:36.475623,watch,down,h,[' '],watch
2020-06-03 14:12:36.575714,watch,up,h,[' '],watch
2020-06-03 14:12:36.744869,watch,down, ,[' '],watch
2020-06-03 14:12:34.654968,watch,down,w,[' '],w
2020-06-03 14:12:34.694003,watch,down,a,[' '],wa
2020-06-03 14:12:34.779081,watch,up,w,[' '],wa
2020-06-03 14:12:34.828190,watch,up,a,[' '],wa
2020-06-03 14:12:34.935222,watch,down,t,[' '],wat
2020-06-03 14:12:35.006287,watch,up,t,[' '],wat
2020-06-03 14:12:35.205468,watch,down,c,[' '],watc
2020-06-03 14:12:35.277534,watch,up,c,[' '],watc
2020-06-03 14:12:35.535768,watch,down,g,[' '],watcg
2020-06-03 14:12:35.535768,watch,down,h,[' '],watcgh
2020-06-03 14:12:35.594822,watch,up,g,[' '],watcgh
2020-06-03 14:12:35.604831,watch,up,h,[' '],watcgh
2020-06-03 14:12:36.230400,watch,down,backspace,[' '],watcg
2020-06-03 14:12:36.306469,watch,up,backspace,[' '],watcg
2020-06-03 14:12:36.375533,watch,down,backspace,[' '],watc
2020-06-03 14:12:36.454604,watch,up,backspace,[' '],watc
2020-06-03 14:12:36.475623,watch,down,h,[' '],watch
2020-06-03 14:12:36.575714,watch,up,h,[' '],watch
2020-06-03 14:12:36.744869,watch,down, ,[' '],watch
2020-06-03 14:12:34.654968,watch,down,w,[' '],w
2020-06-03 14:12:34.694003,watch,down,a,[' '],wa
2020-06-03 14:12:34.779081,watch,up,w,[' '],wa
2020-06-03 14:12:34.828190,watch,up,a,[' '],wa
2020-06-03 14:12:34.935222,watch,down,t,[' '],wat
2020-06-03 14:12:35.006287,watch,up,t,[' '],wat
2020-06-03 14:12:35.205468,watch,down,c,[' '],watc
2020-06-03 14:12:35.277534,watch,up,c,[' '],watc
2020-06-03 14:12:35.535768,watch,down,g,[' '],watcg
2020-06-03 14:12:35.535768,watch,down,h,[' '],watcgh
2020-06-03 14:12:35.594822,watch,up,g,[' '],watcgh
2020-06-03 14:12:35.604831,watch,up,h,[' '],watcgh
2020-06-03 14:12:36.230400,watch,down,backspace,[' '],watcg
2020-06-03 14:12:36.306469,watch,up,backspace,[' '],watcg
2020-06-03 14:12:36.375533,watch,down,backspace,[' '],watc
2020-06-03 14:12:36.454604,watch,up,backspace,[' '],watc
2020-06-03 14:12:36.475623,watch,down,h,[' '],watch
2020-06-03 14:12:36.575714,watch,up,h,[' '],watch
2020-06-03 14:12:36.744869,watch,down, ,[' '],watch
