time,current_word,key_type,key_str,curr_key_list,curr_input
2020-06-03 14:29:15.497184,laboratory,down,a,[' '],a
2020-06-03 14:29:15.526211,laboratory,down,s,[' '],as
2020-06-03 14:29:15.568249,laboratory,down,d,[' '],asd
2020-06-03 14:29:15.597276,laboratory,up,a,[' '],asd
2020-06-03 14:29:15.627303,laboratory,up,s,[' '],asd
2020-06-03 14:29:15.677373,laboratory,up,d,[' '],asd
2020-06-03 14:29:15.917072,laboratory,down, ,[' '],asd
2020-06-03 14:29:16.527132,republican,down,a,[' '],a
2020-06-03 14:29:16.567168,republican,down,s,[' '],as
2020-06-03 14:29:16.587187,republican,down,d,[' '],asd
2020-06-03 14:29:16.637383,republican,up,a,[' '],asd
2020-06-03 14:29:16.637383,republican,up,s,[' '],asd
2020-06-03 14:29:16.698302,republican,up,d,[' '],asd
2020-06-03 14:29:16.776395,republican,down, ,[' '],asd
2020-06-03 14:29:16.937532,dream,down,a,[' '],a
2020-06-03 14:29:16.967559,dream,down,s,[' '],as
2020-06-03 14:29:17.027614,dream,down,d,[' '],asd
2020-06-03 14:29:17.067650,dream,up,a,[' '],asd
2020-06-03 14:29:17.097677,dream,up,s,[' '],asd
2020-06-03 14:29:17.106686,dream,down, ,[' '],asd
2020-06-03 14:29:17.137714,dream,up,d,[' '],asd
2020-06-03 14:29:17.288851,poor,down,a,[' '],a
2020-06-03 14:29:17.326886,poor,down,s,[' '],as
2020-06-03 14:29:17.376932,poor,down,d,[' '],asd
2020-06-03 14:29:17.437989,poor,up,a,[' '],asd
2020-06-03 14:29:17.447996,poor,up,s,[' '],asd
2020-06-03 14:29:17.497041,poor,up,d,[' '],asd
2020-06-03 14:29:17.497041,poor,down, ,[' '],asd
2020-06-03 14:29:17.668196,tube,down,a,[' '],a
2020-06-03 14:29:17.707232,tube,down,s,[' '],as
2020-06-03 14:29:17.767326,tube,down,d,[' '],asd
2020-06-03 14:29:17.818521,tube,up,a,[' '],asd
2020-06-03 14:29:17.847413,tube,up,s,[' '],asd
2020-06-03 14:29:17.878440,tube,up,d,[' '],asd
2020-06-03 14:29:17.908468,tube,down, ,[' '],asd
2020-06-03 14:29:18.048595,coalition,down,a,[' '],a
2020-06-03 14:29:18.088632,coalition,down,s,[' '],as
2020-06-03 14:29:18.138677,coalition,down,d,[' '],asd
2020-06-03 14:29:18.189249,coalition,up,a,[' '],asd
2020-06-03 14:29:18.217254,coalition,up,s,[' '],asd
2020-06-03 14:29:18.247786,coalition,down, ,[' '],asd
2020-06-03 14:29:18.256794,coalition,up,d,[' '],asd
2020-06-03 14:29:18.398924,refugee,down,a,[' '],a
2020-06-03 14:29:18.439961,refugee,down,s,[' '],as
2020-06-03 14:29:18.507022,refugee,down,d,[' '],asd
2020-06-03 14:29:18.548059,refugee,up,a,[' '],asd
2020-06-03 14:29:18.568077,refugee,up,s,[' '],asd
2020-06-03 14:29:18.608269,refugee,up,d,[' '],asd
2020-06-03 14:29:18.609115,refugee,down, ,[' '],asd
2020-06-03 14:29:18.729730,blue,down,a,[' '],a
2020-06-03 14:29:18.748747,blue,down,s,[' '],as
2020-06-03 14:29:18.819811,blue,down,d,[' '],asd
2020-06-03 14:29:18.917901,blue,up,a,[' '],asd
2020-06-03 14:29:18.936918,blue,up,s,[' '],asd
2020-06-03 14:29:18.958938,blue,up,d,[' '],asd
2020-06-03 14:29:18.958938,blue,down, ,[' '],asd
